results_type,environment,inter_site_distance_m,site_area_km2,sites_per_km2,frequency_GHz,bandwidth_MHz,number_of_sectors,generation,ant_type,path_loss_dB,received_power_dBm,interference_dBm,sinr_dB,spectral_efficiency_bps_hz,capacity_mbps,capacity_mbps_km2
10_percentile,rural,34400,1024.8198218223533,0.0009757812824324394,0.8,10,3,4G,macro,153.0,-122.0,-127.99978290702776,-19.52,0.0,0.0,0.0
10_percentile,rural,34400,1024.8198218223533,0.0009757812824324394,1.8,10,3,4G,macro,159.0,-126.0,-136.99978290702776,-23.52,0.0,0.0,0.0
10_percentile,rural,34400,1024.8198218223533,0.0009757812824324394,2.6,10,3,4G,macro,161.0,-128.0,-138.25924267669222,-25.52,0.0,0.0,0.0
10_percentile,rural,34400,1024.8198218223533,0.0009757812824324394,3.5,40,3,5G,macro,161.0,-129.0,-141.99978290702776,-32.54,0.0,0.0,0.0
10_percentile,rural,34400,1024.8198218223533,0.0009757812824324394,3.7,40,3,5G,macro,165.0,-132.0,-141.26326593189265,-35.54,0.0,0.0,0.0
10_percentile,rural,34400,1024.8198218223533,0.0009757812824324394,26,200,3,5G,macro,181.0,-148.0,-158.25924267669222,-58.53,0.0,0.0,0.0
10_percentile,rural,35200,1073.0401163050708,0.0009319316070338743,0.7,10,3,5G,macro,151.0,-118.0,-129.29627884007297,-15.52,0.0,0.0,0.0
10_percentile,rural,35200,1073.0401163050708,0.0009319316070338743,0.8,10,3,4G,macro,154.0,-122.0,-128.25924267669222,-19.52,0.0,0.0,0.0
10_percentile,rural,35200,1073.0401163050708,0.0009319316070338743,1.8,10,3,4G,macro,160.0,-127.0,-137.25959783098372,-24.52,0.0,0.0,0.0
10_percentile,rural,35200,1073.0401163050708,0.0009319316070338743,2.6,10,3,4G,macro,162.0,-129.0,-138.26326593189265,-26.52,0.0,0.0,0.0
10_percentile,rural,35200,1073.0401163050708,0.0009319316070338743,3.5,40,3,5G,macro,162.0,-130.0,-142.25959783098372,-33.54,0.0,0.0,0.0
10_percentile,rural,35200,1073.0401163050708,0.0009319316070338743,3.7,40,3,5G,macro,165.0,-132.0,-141.99978290702776,-35.54,0.0,0.0,0.0
10_percentile,rural,35200,1073.0401163050708,0.0009319316070338743,26,200,3,5G,macro,182.0,-149.0,-158.26326593189265,-59.53,0.0,0.0,0.0
10_percentile,rural,36000,1122.3689233046325,0.0008909726376383114,0.7,10,3,5G,macro,152.0,-119.0,-129.99997828581874,-16.52,0.0,0.0,0.0
10_percentile,rural,36000,1122.3689233046325,0.0008909726376383114,0.8,10,3,4G,macro,154.0,-123.0,-128.26326593189265,-20.52,0.0,0.0,0.0
10_percentile,rural,36000,1122.3689233046325,0.0008909726376383114,1.8,10,3,4G,macro,160.0,-127.0,-137.26326593189265,-24.52,0.0,0.0,0.0
10_percentile,rural,36000,1122.3689233046325,0.0008909726376383114,2.6,10,3,4G,macro,162.0,-129.0,-138.99978290702776,-26.52,0.0,0.0,0.0
10_percentile,rural,36000,1122.3689233046325,0.0008909726376383114,3.5,40,3,5G,macro,162.0,-130.0,-142.26326593189265,-33.54,0.0,0.0,0.0
10_percentile,rural,36000,1122.3689233046325,0.0008909726376383114,3.7,40,3,5G,macro,166.0,-133.0,-142.25959783098372,-36.54,0.0,0.0,0.0
10_percentile,rural,36000,1122.3689233046325,0.0008909726376383114,26,200,3,5G,macro,182.0,-149.0,-158.99978290702776,-59.53,0.0,0.0,0.0
10_percentile,rural,36800,1172.806242821038,0.0008526557614449814,0.7,10,3,5G,macro,152.0,-119.0,-130.26326593189265,-16.52,0.0,0.0,0.0
10_percentile,rural,36800,1172.806242821038,0.0008526557614449814,0.8,10,3,4G,macro,155.0,-123.0,-128.99978290702776,-20.52,0.0,0.0,0.0
10_percentile,rural,36800,1172.806242821038,0.0008526557614449814,1.8,10,3,4G,macro,161.0,-128.0,-137.99978290702776,-25.52,0.0,0.0,0.0
10_percentile,rural,36800,1172.806242821038,0.0008526557614449814,2.6,10,3,4G,macro,162.0,-129.0,-139.25959783098372,-26.52,0.0,0.0,0.0
10_percentile,rural,36800,1172.806242821038,0.0008526557614449814,3.5,40,3,5G,macro,162.0,-130.0,-142.99978290702776,-33.54,0.0,0.0,0.0
10_percentile,rural,36800,1172.806242821038,0.0008526557614449814,3.7,40,3,5G,macro,166.0,-133.0,-142.29627884007297,-36.54,0.0,0.0,0.0
10_percentile,rural,36800,1172.806242821038,0.0008526557614449814,26,200,3,5G,macro,182.0,-149.0,-159.25959783098372,-59.53,0.0,0.0,0.0
10_percentile,rural,37600,1224.3520748542878,0.0008167585292972299,0.7,10,3,5G,macro,152.0,-119.0,-130.99978290702776,-16.52,0.0,0.0,0.0
10_percentile,rural,37600,1224.3520748542878,0.0008167585292972299,0.8,10,3,4G,macro,155.0,-123.0,-129.25959783098372,-20.52,0.0,0.0,0.0
10_percentile,rural,37600,1224.3520748542878,0.0008167585292972299,1.8,10,3,4G,macro,161.0,-128.0,-138.25959783098372,-25.52,0.0,0.0,0.0
10_percentile,rural,37600,1224.3520748542878,0.0008167585292972299,2.6,10,3,4G,macro,163.0,-130.0,-139.29627884007297,-27.52,0.0,0.0,0.0
10_percentile,rural,37600,1224.3520748542878,0.0008167585292972299,3.5,40,3,5G,macro,163.0,-131.0,-143.25959783098372,-34.54,0.0,0.0,0.0
10_percentile,rural,37600,1224.3520748542878,0.0008167585292972299,3.7,40,3,5G,macro,166.0,-133.0,-142.99997828581874,-36.54,0.0,0.0,0.0
10_percentile,rural,37600,1224.3520748542878,0.0008167585292972299,26,200,3,5G,macro,183.0,-150.0,-159.29627884007297,-60.53,0.0,0.0,0.0
10_percentile,rural,38400,1277.0064194043819,0.0007830814197992971,0.7,10,3,5G,macro,153.0,-120.0,-131.25924267669222,-17.52,0.0,0.0,0.0
10_percentile,rural,38400,1277.0064194043819,0.0007830814197992971,0.8,10,3,4G,macro,155.0,-124.0,-129.29627884007297,-21.52,0.0,0.0,0.0
10_percentile,rural,38400,1277.0064194043819,0.0007830814197992971,1.8,10,3,4G,macro,161.0,-128.0,-138.29627884007297,-25.52,0.0,0.0,0.0
10_percentile,rural,38400,1277.0064194043819,0.0007830814197992971,2.6,10,3,4G,macro,163.0,-130.0,-139.99978290702776,-27.52,0.0,0.0,0.0
10_percentile,rural,38400,1277.0064194043819,0.0007830814197992971,3.5,40,3,5G,macro,163.0,-131.0,-143.29627884007297,-34.54,0.0,0.0,0.0
10_percentile,rural,38400,1277.0064194043819,0.0007830814197992971,3.7,40,3,5G,macro,167.0,-134.0,-143.26326593189265,-37.54,0.0,0.0,0.0
10_percentile,rural,38400,1277.0064194043819,0.0007830814197992971,26,200,3,5G,macro,183.0,-150.0,-159.99978290702776,-60.53,0.0,0.0,0.0
10_percentile,rural,39200,1330.7692764713197,0.0007514450608986175,0.7,10,3,5G,macro,153.0,-120.0,-131.26326593189265,-17.52,0.0,0.0,0.0
10_percentile,rural,39200,1330.7692764713197,0.0007514450608986175,0.8,10,3,4G,macro,156.0,-124.0,-129.99978290702776,-21.52,0.0,0.0,0.0
10_percentile,rural,39200,1330.7692764713197,0.0007514450608986175,1.8,10,3,4G,macro,162.0,-129.0,-138.99997828581874,-26.52,0.0,0.0,0.0
10_percentile,rural,39200,1330.7692764713197,0.0007514450608986175,2.6,10,3,4G,macro,163.0,-130.0,-140.25959783098372,-27.52,0.0,0.0,0.0
10_percentile,rural,39200,1330.7692764713197,0.0007514450608986175,3.5,40,3,5G,macro,164.0,-132.0,-143.99978290702776,-35.54,0.0,0.0,0.0
10_percentile,rural,39200,1330.7692764713197,0.0007514450608986175,3.7,40,3,5G,macro,167.0,-134.0,-143.82390874094432,-37.54,0.0,0.0,0.0
10_percentile,rural,39200,1330.7692764713197,0.0007514450608986175,26,200,3,5G,macro,183.0,-150.0,-160.25959783098375,-60.53,0.0,0.0,0.0
10_percentile,rural,40000,1385.6406460551018,0.0007216878364870322,0.7,10,3,5G,macro,153.0,-120.0,-131.99978290702776,-17.52,0.0,0.0,0.0
10_percentile,rural,40000,1385.6406460551018,0.0007216878364870322,0.8,10,3,4G,macro,156.0,-125.0,-130.25959783098372,-22.52,0.0,0.0,0.0
10_percentile,rural,40000,1385.6406460551018,0.0007216878364870322,1.8,10,3,4G,macro,162.0,-129.0,-139.25959783098372,-26.52,0.0,0.0,0.0
10_percentile,rural,40000,1385.6406460551018,0.0007216878364870322,2.6,10,3,4G,macro,164.0,-131.0,-140.29627884007297,-28.52,0.0,0.0,0.0
10_percentile,rural,40000,1385.6406460551018,0.0007216878364870322,3.5,40,3,5G,macro,164.0,-132.0,-144.25959783098375,-35.54,0.0,0.0,0.0
10_percentile,rural,40000,1385.6406460551018,0.0007216878364870322,3.7,40,3,5G,macro,167.0,-134.0,-144.25924267669222,-37.54,0.0,0.0,0.0
10_percentile,rural,40000,1385.6406460551018,0.0007216878364870322,26,200,3,5G,macro,184.0,-151.0,-160.296278840073,-61.53,0.0,0.0,0.0
10_percentile,rural,40800,1441.620528155728,0.0006936638182305192,0.7,10,3,5G,macro,154.0,-121.0,-132.25924267669222,-18.52,0.0,0.0,0.0
10_percentile,rural,40800,1441.620528155728,0.0006936638182305192,0.8,10,3,4G,macro,156.0,-125.0,-130.29627884007297,-22.52,0.0,0.0,0.0
10_percentile,rural,40800,1441.620528155728,0.0006936638182305192,1.8,10,3,4G,macro,162.0,-129.0,-139.29627884007297,-26.52,0.0,0.0,0.0
10_percentile,rural,40800,1441.620528155728,0.0006936638182305192,2.6,10,3,4G,macro,164.0,-131.0,-140.99978290702776,-28.52,0.0,0.0,0.0
10_percentile,rural,40800,1441.620528155728,0.0006936638182305192,3.5,40,3,5G,macro,164.0,-132.0,-144.296278840073,-35.54,0.0,0.0,0.0
10_percentile,rural,40800,1441.620528155728,0.0006936638182305192,3.7,40,3,5G,macro,168.0,-135.0,-144.26326593189265,-38.54,0.0,0.0,0.0
10_percentile,rural,40800,1441.620528155728,0.0006936638182305192,26,200,3,5G,macro,184.0,-151.0,-160.99978290702776,-61.53,0.0,0.0,0.0
10_percentile,rural,41600,1498.708922773198,0.0006672409730834248,0.7,10,3,5G,macro,154.0,-121.0,-132.26326593189265,-18.52,0.0,0.0,0.0
10_percentile,rural,41600,1498.708922773198,0.0006672409730834248,0.8,10,3,4G,macro,157.0,-125.0,-130.99978290702776,-22.52,0.0,0.0,0.0
10_percentile,rural,41600,1498.708922773198,0.0006672409730834248,1.8,10,3,4G,macro,163.0,-130.0,-139.99997828581874,-27.52,0.0,0.0,0.0
10_percentile,rural,41600,1498.708922773198,0.0006672409730834248,2.6,10,3,4G,macro,164.0,-131.0,-141.25959783098372,-28.52,0.0,0.0,0.0
10_percentile,rural,41600,1498.708922773198,0.0006672409730834248,3.5,40,3,5G,macro,165.0,-133.0,-144.99978290702776,-36.54,0.0,0.0,0.0
10_percentile,rural,41600,1498.708922773198,0.0006672409730834248,3.7,40,3,5G,macro,168.0,-135.0,-144.99978290702776,-38.54,0.0,0.0,0.0
10_percentile,rural,41600,1498.708922773198,0.0006672409730834248,26,200,3,5G,macro,184.0,-151.0,-161.25959783098372,-61.53,0.0,0.0,0.0
10_percentile,rural,42400,1556.9058299075125,0.0006422996052750375,0.7,10,3,5G,macro,154.0,-121.0,-132.99978290702776,-18.52,0.0,0.0,0.0
10_percentile,rural,42400,1556.9058299075125,0.0006422996052750375,0.8,10,3,4G,macro,157.0,-125.0,-131.25959783098372,-22.52,0.0,0.0,0.0
10_percentile,rural,42400,1556.9058299075125,0.0006422996052750375,1.8,10,3,4G,macro,163.0,-130.0,-140.25959783098372,-27.52,0.0,0.0,0.0
10_percentile,rural,42400,1556.9058299075125,0.0006422996052750375,2.6,10,3,4G,macro,165.0,-132.0,-141.29627884007297,-29.52,0.0,0.0,0.0
10_percentile,rural,42400,1556.9058299075125,0.0006422996052750375,3.5,40,3,5G,macro,165.0,-133.0,-145.25959783098372,-36.54,0.0,0.0,0.0
10_percentile,rural,42400,1556.9058299075125,0.0006422996052750375,3.7,40,3,5G,macro,168.0,-135.0,-145.25924267669222,-38.54,0.0,0.0,0.0
10_percentile,rural,42400,1556.9058299075125,0.0006422996052750375,26,200,3,5G,macro,185.0,-152.0,-161.29627884007297,-62.53,0.0,0.0,0.0
10_percentile,rural,43200,1616.2112495586707,0.0006187309983599385,0.7,10,3,5G,macro,155.0,-122.0,-133.25924267669222,-19.52,0.0,0.0,0.0
10_percentile,rural,43200,1616.2112495586707,0.0006187309983599385,0.8,10,3,4G,macro,157.0,-126.0,-131.26326593189265,-23.52,0.0,0.0,0.0
10_percentile,rural,43200,1616.2112495586707,0.0006187309983599385,1.8,10,3,4G,macro,163.0,-130.0,-140.29627884007297,-27.52,0.0,0.0,0.0
10_percentile,rural,43200,1616.2112495586707,0.0006187309983599385,2.6,10,3,4G,macro,165.0,-132.0,-141.99978290702776,-29.52,0.0,0.0,0.0
10_percentile,rural,43200,1616.2112495586707,0.0006187309983599385,3.5,40,3,5G,macro,165.0,-133.0,-145.29627884007297,-36.54,0.0,0.0,0.0
10_percentile,rural,43200,1616.2112495586707,0.0006187309983599385,3.7,40,3,5G,macro,169.0,-136.0,-145.25959783098372,-39.54,0.0,0.0,0.0
10_percentile,rural,43200,1616.2112495586707,0.0006187309983599385,26,200,3,5G,macro,185.0,-152.0,-161.99978290702776,-62.53,0.0,0.0,0.0
10_percentile,rural,44000,1676.6251817266732,0.0005964362285016795,0.7,10,3,5G,macro,155.0,-122.0,-133.26326593189265,-19.52,0.0,0.0,0.0
10_percentile,rural,44000,1676.6251817266732,0.0005964362285016795,0.8,10,3,4G,macro,158.0,-126.0,-131.99978290702776,-23.52,0.0,0.0,0.0
10_percentile,rural,44000,1676.6251817266732,0.0005964362285016795,1.8,10,3,4G,macro,164.0,-131.0,-140.99978290702776,-28.52,0.0,0.0,0.0
10_percentile,rural,44000,1676.6251817266732,0.0005964362285016795,2.6,10,3,4G,macro,165.0,-132.0,-142.25959783098372,-29.52,0.0,0.0,0.0
10_percentile,rural,44000,1676.6251817266732,0.0005964362285016795,3.5,40,3,5G,macro,165.0,-133.0,-145.99978290702776,-36.54,0.0,0.0,0.0
10_percentile,rural,44000,1676.6251817266732,0.0005964362285016795,3.7,40,3,5G,macro,169.0,-136.0,-145.29627884007297,-39.54,0.0,0.0,0.0
10_percentile,rural,44000,1676.6251817266732,0.0005964362285016795,26,200,3,5G,macro,185.0,-152.0,-162.25959783098372,-62.53,0.0,0.0,0.0
10_percentile,rural,44800,1738.1476264115195,0.0005753251247505041,0.7,10,3,5G,macro,155.0,-122.0,-133.29627884007297,-19.52,0.0,0.0,0.0
10_percentile,rural,44800,1738.1476264115195,0.0005753251247505041,0.8,10,3,4G,macro,158.0,-126.0,-132.25959783098372,-23.52,0.0,0.0,0.0
10_percentile,rural,44800,1738.1476264115195,0.0005753251247505041,1.8,10,3,4G,macro,164.0,-131.0,-141.25959783098372,-28.52,0.0,0.0,0.0
10_percentile,rural,44800,1738.1476264115195,0.0005753251247505041,2.6,10,3,4G,macro,166.0,-133.0,-142.26326593189265,-30.52,0.0,0.0,0.0
10_percentile,rural,44800,1738.1476264115195,0.0005753251247505041,3.5,40,3,5G,macro,166.0,-134.0,-146.25959783098372,-37.54,0.0,0.0,0.0
10_percentile,rural,44800,1738.1476264115195,0.0005753251247505041,3.7,40,3,5G,macro,169.0,-136.0,-145.99978290702776,-39.54,0.0,0.0,0.0
10_percentile,rural,44800,1738.1476264115195,0.0005753251247505041,26,200,3,5G,macro,186.0,-153.0,-162.26326593189265,-63.53,0.0,0.0,0.0
10_percentile,rural,45600,1800.7785836132102,0.0005553153558687536,0.7,10,3,5G,macro,155.0,-122.0,-133.99978290702776,-19.52,0.0,0.0,0.0
10_percentile,rural,45600,1800.7785836132102,0.0005553153558687536,0.8,10,3,4G,macro,158.0,-127.0,-132.26326593189265,-24.52,0.0,0.0,0.0
10_percentile,rural,45600,1800.7785836132102,0.0005553153558687536,1.8,10,3,4G,macro,164.0,-131.0,-141.26326593189265,-28.52,0.0,0.0,0.0
10_percentile,rural,45600,1800.7785836132102,0.0005553153558687536,2.6,10,3,4G,macro,166.0,-133.0,-142.99978290702776,-30.52,0.0,0.0,0.0
10_percentile,rural,45600,1800.7785836132102,0.0005553153558687536,3.5,40,3,5G,macro,166.0,-134.0,-146.26326593189265,-37.54,0.0,0.0,0.0
10_percentile,rural,45600,1800.7785836132102,0.0005553153558687536,3.7,40,3,5G,macro,170.0,-137.0,-146.25959783098372,-40.53999999999999,0.0,0.0,0.0
10_percentile,rural,45600,1800.7785836132102,0.0005553153558687536,26,200,3,5G,macro,186.0,-153.0,-162.99978290702776,-63.53,0.0,0.0,0.0
10_percentile,rural,46400,1864.518053331745,0.0005363316264023724,0.7,10,3,5G,macro,156.0,-123.0,-134.25959783098372,-20.52,0.0,0.0,0.0
10_percentile,rural,46400,1864.518053331745,0.0005363316264023724,0.8,10,3,4G,macro,158.0,-127.0,-132.99978290702776,-24.52,0.0,0.0,0.0
10_percentile,rural,46400,1864.518053331745,0.0005363316264023724,1.8,10,3,4G,macro,164.0,-131.0,-141.99978290702776,-28.52,0.0,0.0,0.0
10_percentile,rural,46400,1864.518053331745,0.0005363316264023724,2.6,10,3,4G,macro,166.0,-133.0,-143.25959783098372,-30.52,0.0,0.0,0.0
10_percentile,rural,46400,1864.518053331745,0.0005363316264023724,3.5,40,3,5G,macro,166.0,-134.0,-146.99978290702776,-37.54,0.0,0.0,0.0
10_percentile,rural,46400,1864.518053331745,0.0005363316264023724,3.7,40,3,5G,macro,170.0,-137.0,-146.26326593189265,-40.53999999999999,0.0,0.0,0.0
10_percentile,rural,46400,1864.518053331745,0.0005363316264023724,26,200,3,5G,macro,186.0,-153.0,-163.25959783098372,-63.53,0.0,0.0,0.0
10_percentile,rural,47200,1929.3660355671236,0.0005183049673132952,0.7,10,3,5G,macro,156.0,-123.0,-134.26326593189265,-20.52,0.0,0.0,0.0
10_percentile,rural,47200,1929.3660355671236,0.0005183049673132952,0.8,10,3,4G,macro,159.0,-127.0,-133.25924267669222,-24.52,0.0,0.0,0.0
10_percentile,rural,47200,1929.3660355671236,0.0005183049673132952,1.8,10,3,4G,macro,165.0,-132.0,-142.25924267669222,-29.52,0.0,0.0,0.0
10_percentile,rural,47200,1929.3660355671236,0.0005183049673132952,2.6,10,3,4G,macro,167.0,-134.0,-143.26326593189265,-31.52,0.0,0.0,0.0
10_percentile,rural,47200,1929.3660355671236,0.0005183049673132952,3.5,40,3,5G,macro,167.0,-135.0,-147.25924267669222,-38.54,0.0,0.0,0.0
10_percentile,rural,47200,1929.3660355671236,0.0005183049673132952,3.7,40,3,5G,macro,170.0,-137.0,-146.99978290702776,-40.53999999999999,0.0,0.0,0.0
10_percentile,rural,47200,1929.3660355671236,0.0005183049673132952,26,200,3,5G,macro,187.0,-154.0,-163.26326593189265,-64.53,0.0,0.0,0.0
10_percentile,rural,48000,1995.3225303193465,0.0005011721086715502,0.7,10,3,5G,macro,156.0,-123.0,-134.99978290702776,-20.52,0.0,0.0,0.0
10_percentile,rural,48000,1995.3225303193465,0.0005011721086715502,0.8,10,3,4G,macro,159.0,-128.0,-133.25959783098372,-25.52,0.0,0.0,0.0
10_percentile,rural,48000,1995.3225303193465,0.0005011721086715502,1.8,10,3,4G,macro,165.0,-132.0,-142.26326593189265,-29.52,0.0,0.0,0.0
10_percentile,rural,48000,1995.3225303193465,0.0005011721086715502,2.6,10,3,4G,macro,167.0,-134.0,-143.99978290702776,-31.52,0.0,0.0,0.0
10_percentile,rural,48000,1995.3225303193465,0.0005011721086715502,3.5,40,3,5G,macro,167.0,-135.0,-147.26326593189265,-38.54,0.0,0.0,0.0
10_percentile,rural,48000,1995.3225303193465,0.0005011721086715502,3.7,40,3,5G,macro,170.0,-137.0,-147.25924267669222,-40.53999999999999,0.0,0.0,0.0
10_percentile,rural,48000,1995.3225303193465,0.0005011721086715502,26,200,3,5G,macro,187.0,-154.0,-163.99978290702776,-64.53,0.0,0.0,0.0
10_percentile,rural,48800,2062.3875375884136,0.00048487492373490475,0.7,10,3,5G,macro,157.0,-124.0,-135.25924267669222,-21.52,0.0,0.0,0.0
10_percentile,rural,48800,2062.3875375884136,0.00048487492373490475,0.8,10,3,4G,macro,159.0,-128.0,-133.29627884007297,-25.52,0.0,0.0,0.0
10_percentile,rural,48800,2062.3875375884136,0.00048487492373490475,1.8,10,3,4G,macro,165.0,-132.0,-142.29627884007297,-29.52,0.0,0.0,0.0
10_percentile,rural,48800,2062.3875375884136,0.00048487492373490475,2.6,10,3,4G,macro,167.0,-134.0,-143.99997828581874,-31.52,0.0,0.0,0.0
10_percentile,rural,48800,2062.3875375884136,0.00048487492373490475,3.5,40,3,5G,macro,167.0,-135.0,-147.29627884007297,-38.54,0.0,0.0,0.0
10_percentile,rural,48800,2062.3875375884136,0.00048487492373490475,3.7,40,3,5G,macro,171.0,-138.0,-147.26326593189265,-41.54,0.0,0.0,0.0
10_percentile,rural,48800,2062.3875375884136,0.00048487492373490475,26,200,3,5G,macro,187.0,-154.0,-163.99997828581874,-64.53,0.0,0.0,0.0
10_percentile,rural,49600,2130.5610573743247,0.0004693599352803279,0.7,10,3,5G,macro,157.0,-124.0,-135.26326593189265,-21.52,0.0,0.0,0.0
10_percentile,rural,49600,2130.5610573743247,0.0004693599352803279,0.8,10,3,4G,macro,160.0,-128.0,-133.99978290702776,-25.52,0.0,0.0,0.0
10_percentile,rural,49600,2130.5610573743247,0.0004693599352803279,1.8,10,3,4G,macro,166.0,-133.0,-142.99978290702776,-30.52,0.0,0.0,0.0
10_percentile,rural,49600,2130.5610573743247,0.0004693599352803279,2.6,10,3,4G,macro,167.0,-134.0,-144.25959783098375,-31.52,0.0,0.0,0.0
10_percentile,rural,49600,2130.5610573743247,0.0004693599352803279,3.5,40,3,5G,macro,168.0,-135.0,-147.99978290702776,-38.54,0.0,0.0,0.0
10_percentile,rural,49600,2130.5610573743247,0.0004693599352803279,3.7,40,3,5G,macro,171.0,-138.0,-147.29627884007297,-41.54,0.0,0.0,0.0
10_percentile,rural,49600,2130.5610573743247,0.0004693599352803279,26,200,3,5G,macro,187.0,-154.0,-164.25959783098372,-64.53,0.0,0.0,0.0
10_percentile,rural,50400,2199.8430896770797,0.0004545778763460772,0.7,10,3,5G,macro,157.0,-124.0,-135.29627884007297,-21.52,0.0,0.0,0.0
10_percentile,rural,50400,2199.8430896770797,0.0004545778763460772,0.8,10,3,4G,macro,160.0,-128.0,-134.25959783098372,-25.52,0.0,0.0,0.0
10_percentile,rural,50400,2199.8430896770797,0.0004545778763460772,1.8,10,3,4G,macro,166.0,-133.0,-143.25959783098372,-30.52,0.0,0.0,0.0
10_percentile,rural,50400,2199.8430896770797,0.0004545778763460772,2.6,10,3,4G,macro,168.0,-135.0,-144.26326593189265,-32.52,0.0,0.0,0.0
10_percentile,rural,50400,2199.8430896770797,0.0004545778763460772,3.5,40,3,5G,macro,168.0,-136.0,-148.25959783098372,-39.54,0.0,0.0,0.0
10_percentile,rural,50400,2199.8430896770797,0.0004545778763460772,3.7,40,3,5G,macro,171.0,-138.0,-147.99978290702776,-41.54,0.0,0.0,0.0
10_percentile,rural,50400,2199.8430896770797,0.0004545778763460772,26,200,3,5G,macro,188.0,-155.0,-164.26326593189265,-65.53,0.0,0.0,0.0
10_percentile,rural,51200,2270.233634496679,0.0004404832986371046,0.7,10,3,5G,macro,157.0,-124.0,-135.99978290702776,-21.52,0.0,0.0,0.0
10_percentile,rural,51200,2270.233634496679,0.0004404832986371046,0.8,10,3,4G,macro,160.0,-129.0,-134.26326593189265,-26.52,0.0,0.0,0.0
10_percentile,rural,51200,2270.233634496679,0.0004404832986371046,1.8,10,3,4G,macro,166.0,-133.0,-143.26326593189265,-30.52,0.0,0.0,0.0
10_percentile,rural,51200,2270.233634496679,0.0004404832986371046,2.6,10,3,4G,macro,168.0,-135.0,-144.99978290702776,-32.52,0.0,0.0,0.0
10_percentile,rural,51200,2270.233634496679,0.0004404832986371046,3.5,40,3,5G,macro,168.0,-136.0,-148.26326593189265,-39.54,0.0,0.0,0.0
10_percentile,rural,51200,2270.233634496679,0.0004404832986371046,3.7,40,3,5G,macro,171.0,-138.0,-148.25959783098372,-41.54,0.0,0.0,0.0
10_percentile,rural,51200,2270.233634496679,0.0004404832986371046,26,200,3,5G,macro,188.0,-155.0,-164.99978290702776,-65.53,0.0,0.0,0.0
